time,observation,state
83.0,-23.13084684111794,-25.80755486853312
84.0,-22.227113235325387,-22.653006072871605
85.0,-20.727061863358866,-20.732639719629162
86.0,-19.115835723487187,-20.76969524748649
87.0,-18.693579908848417,-18.96536760310917
88.0,-21.709508844137677,-20.678748095414583
89.0,-19.535339103199583,-19.58617190205539
90.0,-20.510059826126202,-19.88223214922629
91.0,-18.451027201005807,-19.303808482777217
92.0,-18.534085588449198,-19.31599301990569
93.0,-19.246870846179572,-19.17843945042527
94.0,-18.014525188896023,-17.114335801032027
95.0,-17.691718271965883,-16.87789434097964
96.0,-17.13559445094932,-18.20217736250059
97.0,-17.612388161154716,-20.215364514312775
98.0,-24.682214309634322,-22.72047516900139
99.0,-21.61670660064943,-24.353591322228752
100.0,-25.292895373484537,-24.4711412684408
101.0,-25.787908888681496,-26.126994107662817
102.0,-22.71886091324843,-23.561895790192395
103.0,-23.848088755113206,-21.522088867097132
104.0,-23.40941493790324,-22.462068543599955
105.0,-21.728012058872537,-22.253182562683563
106.0,-19.249171944309023,-21.16876422925907
107.0,-23.03814005907304,-24.48439148194869
108.0,-24.382442623419788,-24.19245178089274
109.0,-25.711262521112303,-25.61325618963998
110.0,-27.727930028397513,-28.678479490800324
111.0,-29.832722507413262,-27.721139341281354
112.0,-28.511305145756143,-27.14589298185396
113.0,-27.83299051742515,-27.00139356457985
114.0,-27.478550772331975,-27.37483064182299
115.0,-28.641354759150524,-26.394260316461526
116.0,-26.972868066105118,-25.784898488097966
117.0,-25.640661537163233,-23.764966438294504
118.0,-24.05130428225869,-22.45352360803075
119.0,-27.509013056336105,-27.210152986832618
120.0,-29.883476286047113,-29.45249119419214
121.0,-30.095726177932768,-29.37798131619417
122.0,-27.806691373315786,-28.50112826130978
123.0,-31.670565545307717,-29.85205379660395
124.0,-31.441028080112925,-30.02751155845846
125.0,-32.27459192938981,-31.816682073732128
126.0,-30.155078467328444,-31.2986455923858
127.0,-33.89752367365038,-32.41328472472717
128.0,-31.678880855605623,-32.16999783741387
129.0,-31.507033209077804,-30.570742754848773
130.0,-32.92726749736195,-30.857177666732262
131.0,-32.81585870088694,-32.43006602717842
132.0,-33.034194101707754,-33.733206762279835
133.0,-35.75333190957684,-35.58250878714045
134.0,-32.98089383421396,-34.76587698188532
135.0,-36.900265142991294,-35.77984236198126
136.0,-36.83564569032252,-36.198957114776185
137.0,-34.209033841237826,-34.30378754358917
138.0,-32.324303586309725,-32.86865184052616
139.0,-30.864442273374898,-33.526936419057826
140.0,-31.963206710841657,-31.35050817668901
141.0,-30.56685803346627,-31.30190258705163
142.0,-28.239139941108846,-31.21351021763567
143.0,-33.98102643420652,-32.51969441906411
144.0,-32.97988553224761,-32.537388663925896
145.0,-36.94787996193759,-34.57630903580093
146.0,-32.714601974986785,-32.08358175310486
147.0,-32.285092750655984,-33.80944371650752
148.0,-34.56284410283139,-35.531208328629965
149.0,-33.959745773431486,-35.99817828389971
150.0,-41.15006720693888,-40.264747229641266
151.0,-38.010136187382535,-37.8201013845016
152.0,-39.43188132918762,-38.852982379752525
153.0,-39.636382033480366,-40.54317741072864
154.0,-37.603986288890525,-37.94887582498112
155.0,-35.11155109497214,-35.0886919522385
156.0,-32.88720852042135,-34.55968423207899
157.0,-35.33665489451513,-35.44797084945556
158.0,-40.62484773119826,-37.7604468318106
159.0,-38.051713064229176,-38.0774098497443
160.0,-38.37786260576521,-38.366327362535934
161.0,-38.98193524280148,-39.15634658465851
162.0,-38.40106639002783,-39.83026688348453
163.0,-40.90852740240529,-38.975056623049
164.0,-36.229744661334436,-36.033561775763225
165.0,-35.762083625471924,-34.03783376289657
166.0,-33.404374238914755,-34.17250548288481
167.0,-35.93730307873967,-34.952199633389405
168.0,-37.07190545471484,-36.181443439311366
169.0,-34.68601582382167,-34.88467477171617
170.0,-31.343131150914385,-31.809047371326876
171.0,-31.26119742821696,-31.50315360024982
172.0,-31.130442086816743,-32.585265112114136
173.0,-30.407167661824268,-29.584572020198635
174.0,-31.15400566572652,-29.178154388862236
175.0,-30.39967002154193,-29.003195519263386
176.0,-31.121781951372345,-29.865011085634222
177.0,-32.2132025977672,-28.775610763354848
178.0,-30.670471771777983,-29.485079649147234
179.0,-26.43306924920064,-28.472803416826988
180.0,-25.942659095300897,-25.336462687847366
181.0,-26.714652233736697,-26.73050830437329
182.0,-24.972828107763004,-25.121894303934756
183.0,-25.860708853727544,-25.8831903104745
184.0,-25.286896429136,-24.08578509937854
185.0,-24.839245289253824,-25.564914879560273
186.0,-23.1189857193279,-25.670199646859952
187.0,-25.518442337683744,-25.5546929167402
188.0,-23.874852071236838,-25.884307019968997
189.0,-27.81309005320797,-25.57131588875403
190.0,-26.365699540974163,-27.087185427579527
191.0,-26.24351346752867,-24.568719830747636
192.0,-27.052627829489648,-27.556989805740383
193.0,-28.377880876574913,-29.24385295156985
194.0,-26.373576911630863,-28.300091507144593
195.0,-27.21771194841834,-27.6438766782336
196.0,-26.723732669097505,-28.268066516228846
197.0,-25.185508238602562,-27.550478208757813
198.0,-29.413838846397486,-29.768760347647085
199.0,-29.854291304708727,-29.65904222768966
200.0,-32.788566589333236,-32.057984019900445
201.0,-30.588048305485433,-31.332779304147195
202.0,-30.353685837647657,-31.932033675015155
203.0,-31.19495561408672,-30.77570871723961
204.0,-28.730299617446832,-30.805763297723548
205.0,-34.089223390968115,-30.18561393918743
206.0,-31.933584888621905,-32.53215792685499
207.0,-31.142663253468523,-30.808260500236965
208.0,-30.81683202862052,-32.1151400776053
209.0,-31.149667000728588,-30.737685174790478
210.0,-33.36209361204362,-34.2148334135087
211.0,-32.80755344940153,-33.32772268734626
212.0,-33.022413928307365,-32.268878039863566
213.0,-32.57537584317605,-32.20146498522946
214.0,-29.10417905637488,-31.461051127864756
215.0,-29.700418713579314,-31.236207279719125
216.0,-31.117737710899476,-31.865783623149703
217.0,-35.48390211298637,-35.70446442377109
218.0,-33.91975690550053,-34.64243512399133
219.0,-30.95391959587946,-33.04894502982578
220.0,-34.94755833458809,-33.27936965447304
221.0,-30.674365457226333,-32.34971194627113
222.0,-30.73927798079061,-31.81668997672525
223.0,-29.28228214915755,-29.09600861187399
224.0,-33.577207984971935,-33.7036904283612
225.0,-35.23770511356687,-32.501756909624966
226.0,-31.034848198003164,-32.602563923181215
227.0,-33.27340422624655,-32.29252490128675
228.0,-34.83941397062144,-34.31182232094761
229.0,-34.49634868395395,-35.04248351302609
230.0,-33.06025457024836,-34.728307457571425
231.0,-35.879723322223825,-36.90261138323576
232.0,-35.904137388889275,-35.38334632105116
233.0,-34.692009920909754,-34.086411468281035
234.0,-33.73494913313208,-34.444748179654106
235.0,-32.74842573151315,-33.91469891344831
236.0,-34.33305413563113,-34.76297242867026
237.0,-32.458600316991266,-33.57685493545484
238.0,-29.306147888668477,-30.377591484176914
239.0,-29.491799513815227,-29.262793483707526
240.0,-28.88223603133227,-28.36024164361304
241.0,-29.137696716094734,-27.63747793094206
242.0,-28.88186315474643,-28.63724669299845
243.0,-31.9138371543135,-31.36116020627632
244.0,-30.802006392535016,-30.26518684709687
245.0,-28.888717434256954,-29.096087105260004
246.0,-30.152682924703743,-30.195475672377388
247.0,-29.268769522739852,-29.589520118639214
248.0,-28.457791999926993,-30.274744245251824
249.0,-26.314362802711642,-26.773120443067207
250.0,-26.84263172155832,-27.179765524367667
251.0,-29.77011208512894,-28.78297212163492
252.0,-27.366078100987668,-28.720335622824333
253.0,-30.312368388891997,-29.719647689858206
254.0,-27.933596942571132,-29.609284070613786
255.0,-28.47559291750136,-27.214393106958152
256.0,-25.391977001723024,-26.19933530689947
257.0,-25.714786313572805,-27.170432733440446
258.0,-26.3916672797016,-26.661401129663776
259.0,-29.133681027756495,-29.525845028512
260.0,-31.872429151728586,-31.15170644796238
261.0,-29.850302983880113,-30.162326336859802
262.0,-27.352565709209497,-29.49274471682333
263.0,-29.85278518434139,-28.600116375866122
264.0,-27.79354127774806,-27.51979553242859
265.0,-28.63703576222021,-27.337036165397766
266.0,-27.28734470878243,-27.292910048819298
267.0,-29.022294425469163,-28.096066630336576
268.0,-29.37886775580659,-28.726396529303596
269.0,-30.468947218469136,-29.285655221546545
270.0,-34.96197181540167,-32.47744872487357
271.0,-29.350671075479,-31.45063040592555
272.0,-32.30901872393071,-32.43263686424285
273.0,-27.936116930443273,-29.59040924208534
274.0,-32.22192656761547,-31.88447110874714
275.0,-28.834056012477163,-30.39618415612953
276.0,-28.492988446928514,-29.492483961131228
277.0,-28.973129670519036,-27.537649195025136
278.0,-30.536157967096997,-27.711705095106282
279.0,-26.801145195114835,-27.604149273371473
280.0,-28.11161976879528,-29.03151667367669
281.0,-26.644680836113693,-27.500498342281535
282.0,-23.93521509190828,-26.16275766906391
283.0,-26.97477598006328,-25.994227391072187
284.0,-30.667395286346274,-27.921153945525848
285.0,-28.366023747333955,-28.813565729927085
286.0,-30.311755828094363,-28.52692366754552
287.0,-29.891454384876845,-29.015071348154894
288.0,-29.036187476301333,-29.422053125646684
289.0,-30.762031341901274,-30.76275599753239
290.0,-29.39966550168587,-30.000923028922944
291.0,-31.868737511626588,-30.819074967495826
292.0,-30.227263306139008,-30.958644948474475
293.0,-29.979077557750216,-29.340003074789422
294.0,-29.51133530937192,-30.874549828413045
295.0,-30.74064316183032,-31.65486846421609
296.0,-28.732645883662272,-29.33199786081145
297.0,-28.466164719061226,-29.964853259754335
298.0,-27.626305768536305,-29.52704829569196
299.0,-30.50160667230293,-31.194328379941165
300.0,-30.48743031662285,-31.071071715310133
301.0,-32.267345499980735,-32.972635809260815
302.0,-32.39029424340751,-32.477249440617626
303.0,-30.165371152014927,-32.32310040489996
304.0,-30.81313230484391,-31.46675858585807
305.0,-33.904144214194986,-33.37696034859878
306.0,-35.78221118248609,-34.4579423860132
307.0,-33.56280142362651,-35.19942837349433
308.0,-32.67445681158005,-34.51142555708636
309.0,-33.67366556894566,-33.752015511176076
310.0,-32.34858572419409,-32.27051561942657
311.0,-37.16138621373416,-35.569023951441615
312.0,-35.70656522482426,-33.846248151065396
313.0,-35.92014720198221,-36.44011168493973
314.0,-39.41199546254768,-39.189262848575524
315.0,-40.790011844554186,-40.47087632881503
316.0,-43.227916278700924,-41.87304998243367
317.0,-42.016958317642974,-43.24083549233077
318.0,-37.57220000229342,-38.64372618358264
319.0,-38.71260770290023,-37.14255269689629
320.0,-36.722438313127086,-37.4030020397498
321.0,-37.92727302618191,-37.82042006523737
322.0,-38.39470269350271,-38.760883204875725
323.0,-39.96480204650936,-39.64390615717303
324.0,-40.82599745970679,-40.551230158129975
325.0,-42.30850861675882,-42.831869093005615
326.0,-43.68086980685203,-41.89282014702756
327.0,-43.65574770690257,-42.157484811566505
328.0,-38.951524002289986,-39.38411606236068
329.0,-39.12757357983825,-39.38409603794517
330.0,-33.84924881014211,-35.76026266101502
331.0,-36.19705539419691,-36.865638908328016
332.0,-37.86103810092592,-38.11200330131742
333.0,-35.96690445296634,-38.76690806619653
334.0,-38.80836756486048,-41.1282124991806
335.0,-42.58933615748826,-42.40354431927466
336.0,-44.08957289522873,-43.20668798282061
337.0,-43.45243587299963,-42.09318997263563
338.0,-42.410599192062264,-42.01584379478643
339.0,-39.664884726229005,-42.32117380611119
340.0,-42.87326094396982,-43.007556080269936
341.0,-39.37080609780349,-40.44784573048912
342.0,-41.618905273807755,-41.25546418246204
343.0,-43.671814126315624,-41.88899807432471
344.0,-41.07029847890657,-41.5335809509714
345.0,-42.004809303553415,-43.094647826762746
346.0,-37.36724978832166,-40.374331810879326
347.0,-36.31033464826339,-37.282749930388846
348.0,-36.94092466761772,-37.283649431369746
349.0,-40.934135321985956,-37.57931357450441
350.0,-34.84286560363487,-35.92311091187696
351.0,-35.20501887615376,-35.05127085377696
352.0,-34.17862979740984,-36.47686490210795
353.0,-34.1281058537041,-34.57324904750828
354.0,-33.767673451387765,-34.23805182154777
355.0,-36.33094030761932,-37.70087471615252
356.0,-38.37695323121811,-37.5373229721933
357.0,-37.89771961131605,-38.03693918335882
358.0,-36.16524018553582,-37.344294479475785
359.0,-42.044305838323986,-40.6381927935802
360.0,-37.87983471263149,-39.7291978049614
361.0,-36.264760417515845,-35.58350774252254
362.0,-39.13020786697368,-38.690134666840606
363.0,-38.72808274014412,-39.54027507240263
364.0,-38.26922802857136,-40.214792901693976
365.0,-37.23686458424935,-38.281045988398695
366.0,-38.81387920412539,-38.42309621368211
367.0,-38.20763768530005,-39.52308285390556
368.0,-41.48454171837183,-40.84174557480112
369.0,-43.004795736867784,-43.07917569273865
370.0,-47.14561424534201,-47.300245095878225
371.0,-48.07426977058827,-48.15152803223326
372.0,-44.72569026484536,-45.358162919424764
373.0,-44.77957710703551,-46.79346765483857
374.0,-40.358562743017025,-43.99537543425776
375.0,-49.30300877742883,-48.69996114748109
376.0,-49.248193823816855,-48.084234728215115
377.0,-48.71776635225934,-49.858749466467714
378.0,-45.9105773185118,-47.24475278908655
379.0,-44.79168982266476,-45.51321292475356
380.0,-49.947122360425865,-48.71085373069532
381.0,-46.144902054440166,-47.849448196744476
382.0,-48.24344825107722,-47.27198247345609
383.0,-46.73306556949888,-48.87856008533654
384.0,-51.39049924093767,-50.61971628698231
385.0,-50.82742402246534,-50.826542641704236
386.0,-47.433392383033535,-47.65864071971418
387.0,-49.06788325626513,-47.989053611773215
388.0,-49.49186603168926,-48.560400445008575
389.0,-49.860573748502894,-49.58263748366479
390.0,-49.181324293118806,-49.14472454791546
391.0,-46.05034708450131,-47.158284374453764
392.0,-49.8031257436432,-48.2623524680877
393.0,-50.34498441948235,-48.42498516676805
394.0,-46.690483023785134,-46.32926611856485
395.0,-45.44451538393571,-44.613210986622256
396.0,-44.54541082756214,-44.493466752836085
397.0,-46.40474282370407,-44.224584098891995
398.0,-45.72613865007382,-45.78428632670842
399.0,-47.72646204440797,-45.55150368153558
400.0,-47.89037245936178,-48.004346244148635
401.0,-47.33003722003474,-48.417833970136755
402.0,-44.119412913602105,-47.859705920317104
403.0,-50.289288158048294,-49.218458105162334
404.0,-47.50673003278204,-48.18164670750385
405.0,-47.03970211631168,-46.90004251927418
406.0,-42.715254533034624,-42.96096349952588
407.0,-43.170655900721805,-44.030215196389804
408.0,-45.216494312746676,-43.06337443814863
409.0,-45.819666021722526,-44.483851936698656
410.0,-43.33707446700962,-44.15391994521915
411.0,-46.739544348830876,-45.73294002781417
412.0,-44.88204461121275,-45.67976278513343
413.0,-44.6146969301067,-45.20968523721568
414.0,-43.53296144065223,-45.05000781438697
415.0,-45.28865656223306,-46.13783465512008
416.0,-44.15193326878409,-45.96897642519082
417.0,-46.70360512112869,-47.526589760353836
418.0,-49.40259543903131,-50.41343598361123
419.0,-52.51725344087317,-50.2670375986365
420.0,-53.49070647447105,-51.552635941661514
421.0,-50.1707528520846,-51.468123545609636
422.0,-54.374815947856845,-51.919226160355414
423.0,-52.47731254648672,-53.41972878492402
424.0,-52.29064838291834,-52.07937431271629
425.0,-57.212873476159224,-56.372919909774794
426.0,-55.57747939791364,-56.02953714730651
427.0,-53.52190258969027,-54.961239743769966
428.0,-55.5048621572025,-55.96114139310773
429.0,-58.32277291498282,-56.04956639206123
430.0,-55.107239083212704,-53.889761096244214
431.0,-56.88441220221631,-55.193937416750934
432.0,-59.68452923532309,-56.80889052933985
433.0,-55.68831602624824,-54.9343191442038
434.0,-56.652496279618596,-55.63846803084029
435.0,-50.02035112295794,-51.76829991942589
436.0,-49.224424785649994,-49.93397179786243
437.0,-53.170893447690034,-53.143413244645615
438.0,-52.25505219858173,-51.61441704854714
439.0,-52.72359761707559,-51.26641733630794
440.0,-53.29831319480777,-52.1906244707604
441.0,-50.92984206467742,-49.604226290466684
442.0,-52.980618323463055,-52.10116842177571
443.0,-52.869830341164516,-53.22330817133599
444.0,-54.06127999402047,-54.17884525533893
445.0,-55.188941341567094,-54.66148254794261
446.0,-52.85071488731309,-51.59741711095661
447.0,-48.68214815144094,-51.11449946595904
448.0,-49.605812520662205,-49.14266910770565
449.0,-47.53446760549171,-50.185152275371195
450.0,-49.44917039233242,-49.698310219991185
451.0,-48.639417990061474,-47.41964309148663
452.0,-52.408324141250546,-49.18691691422251
453.0,-46.583670758705026,-48.938320080269726
454.0,-47.35789061363258,-47.874308084351206
455.0,-48.16857920635696,-47.325354190463315
456.0,-46.645541686856994,-47.084368750703774
457.0,-51.89620565587997,-49.609270880214105
458.0,-48.75992837110233,-49.09017141328251
459.0,-48.14428257648935,-47.94375825407529
460.0,-50.06526449370595,-48.77337458120029
461.0,-50.56662492450993,-52.59296278899895
462.0,-52.039796081756194,-53.09069913137586
463.0,-51.85652815306338,-51.5247150924826
464.0,-57.98302067360538,-56.05894252769233
465.0,-55.20984824834094,-53.912325005160696
466.0,-55.437732027007165,-54.217289532455936
467.0,-54.83268076409566,-54.57575957533724
468.0,-54.162464341770004,-53.240476059861734
469.0,-53.25805836243204,-54.627395066343695
470.0,-56.53890526841714,-55.72761913091186
471.0,-54.427603334292186,-55.23404033827408
472.0,-53.80948625596118,-53.53203722863
473.0,-53.44586283893092,-53.31953680037718
474.0,-56.33495767391968,-55.2778275045928
475.0,-55.14524589057236,-55.83274302913122
476.0,-57.10740215337826,-57.3314543744806
477.0,-56.886549652193104,-57.301570850049714
478.0,-59.73394671645294,-59.84740718401867
479.0,-61.504940302744174,-60.2371080287658
480.0,-60.27227030835659,-60.83903243379735
481.0,-60.75969369022108,-61.37534565504506
482.0,-59.081382158720885,-59.32735617711165
483.0,-61.48475239623956,-61.15344423591474
484.0,-61.25816757797091,-62.55777934142435
485.0,-60.71474531541779,-62.1259573984324
486.0,-58.237265820486044,-60.178444243550054
487.0,-61.20619674242089,-59.16151070338795
488.0,-58.81832786256874,-57.70135202944649
489.0,-57.217428023651024,-57.90720309581305
490.0,-56.39128713237511,-57.575433280255346
491.0,-60.65259990205847,-58.40923430584407
492.0,-59.62912066530925,-57.57832984623971
493.0,-58.82258362477897,-57.98046306950173
494.0,-55.56857731560523,-56.84834824176201
495.0,-60.391211938878634,-59.84658304948819
496.0,-61.67956565886333,-63.38753756934906
497.0,-66.10391431906419,-65.67689221011695
498.0,-66.39494860658549,-66.48001313618623
499.0,-65.1710360279124,-64.74620734487686
500.0,-67.4390315709467,-66.30981171114125
501.0,-63.38753377283157,-64.18834041717444
502.0,-62.1855350363486,-62.79260741353941
503.0,-64.50245537921364,-65.8328601236912
504.0,-67.00962632093385,-67.42643981338388
505.0,-65.10819980684083,-65.27724149541712
506.0,-65.73040105280178,-66.35392524294943
507.0,-66.50633147104955,-66.73475080128705
508.0,-67.71207990358484,-67.57540626668444
509.0,-68.05074486328387,-69.1722893980425
510.0,-71.06176363637904,-68.90426899040044
511.0,-68.38839202296406,-69.487557855323
512.0,-69.96382624095911,-69.91410787504635
513.0,-68.77724301787143,-70.64312647507946
514.0,-70.34201089930495,-71.51763728208942
515.0,-71.71232640975803,-71.71778995052678
516.0,-73.95796670989606,-74.45051020742387
517.0,-77.02885189671655,-75.06044552125725
518.0,-74.53701564450235,-74.3221511094953
519.0,-73.085162532546,-73.53075914681256
520.0,-74.76267404839345,-73.94714853100375
521.0,-72.62238999492769,-71.56814474231547
522.0,-73.36199183671202,-72.68592660073608
523.0,-71.89324387468159,-73.39069841974452
524.0,-74.22452938867859,-73.9032647660619
525.0,-69.2862497842289,-69.80710603294281
526.0,-72.43375684529228,-69.31001121858344
527.0,-71.56996491008096,-69.09437576469202
528.0,-69.07219250064193,-70.69640843253613
529.0,-69.69012090250524,-70.33245071091261
530.0,-71.32935842951817,-69.26278731475747
531.0,-65.73298922693432,-65.22287215255679
532.0,-63.097615631866944,-64.39428093310946
533.0,-61.659984571917576,-62.30548584861289
534.0,-63.50160313000216,-62.774740687161774
535.0,-64.40637611512594,-64.71697534239178
536.0,-67.28602260320795,-65.28660021725163
537.0,-67.33150385838587,-66.38765647345548
538.0,-65.25517300958745,-64.85390709189177
539.0,-65.91960166327281,-64.6714668249981
540.0,-58.849431681231195,-60.11151626317525
541.0,-59.72373708742117,-60.23722948342743
542.0,-59.39016547771073,-60.759225201007744
543.0,-55.53062242001877,-57.55198733498364
544.0,-57.96092255743071,-56.00706322563488
545.0,-56.702642971192624,-56.551729702903536
546.0,-53.95521701774101,-53.91840604217616
547.0,-53.054279317058956,-52.88250747373427
548.0,-51.80098382775112,-53.291541459397486
549.0,-52.81609555308346,-53.13914676640544
550.0,-54.18356448808868,-52.966365856726796
551.0,-51.855145420561044,-52.96264847132575
552.0,-53.88623919474915,-54.362752524453306
553.0,-53.168949203241446,-54.92169763010653
554.0,-55.9022153593614,-54.62028651375143
555.0,-52.53489480015562,-53.13149268591577
556.0,-51.47582433904881,-51.40077474210085
557.0,-49.46211967801916,-50.11337567549803
558.0,-53.26638043257196,-51.87467909173655
559.0,-54.35170403690693,-51.8836483986743
560.0,-55.00134055228791,-52.75972130129506
561.0,-58.08144002591715,-56.49075560788751
562.0,-61.01428348989514,-59.38948264159636
563.0,-60.20440532730039,-60.64425880724828
564.0,-64.25478585073084,-61.64894875755798
565.0,-61.630839078481586,-61.090352556216814
566.0,-60.32324665211,-60.21603342925291
567.0,-62.77456579876462,-62.50326403992605
568.0,-61.37012156230717,-60.23855112926307
569.0,-63.243010153427946,-62.4044704972084
570.0,-59.78973256775637,-58.415680564315174
571.0,-56.729005415981916,-55.410540438746416
572.0,-56.69431280867296,-57.016950881393385
573.0,-51.31887787697643,-54.39834142787906
574.0,-55.06324329439935,-55.916649489103825
575.0,-56.46581678495301,-55.47911399224962
576.0,-54.50565655053035,-54.7404993181914
577.0,-55.20520399747845,-54.950799445903236
578.0,-59.812663540886064,-56.02324014821379
579.0,-55.52651309001468,-57.36114177371035
580.0,-58.10550487089231,-57.45535416426455
581.0,-61.26254767805997,-61.19816379882804
582.0,-60.63559172124745,-61.78283952139323
583.0,-61.42561542484138,-60.66056405298298
584.0,-59.507354750058255,-59.3002909833636
585.0,-59.11983614059545,-58.42360606778116
586.0,-56.52404767929026,-56.33025275456849
587.0,-54.98425567216645,-53.07614133293629
588.0,-55.382281137435285,-53.70725023186169
589.0,-52.00505229429131,-52.83005673596635
590.0,-50.341887116807065,-50.34715716392535
591.0,-49.48069108089563,-50.42201777997382
592.0,-52.94925213652731,-51.89440090621407
593.0,-47.46329091759658,-49.54506127314647
594.0,-50.63954279644121,-51.17999873912746
595.0,-52.871444802241065,-50.91904270503244
596.0,-47.705614757634116,-48.642469860562635
597.0,-45.25453542971396,-48.278111427592414
598.0,-45.389688621139655,-45.38304919098201
599.0,-47.2703699949115,-47.365111007469096
600.0,-47.797416753166594,-47.78741653294089
601.0,-47.19672070946856,-46.850814138382965
602.0,-49.80938209434398,-48.43714699274431
603.0,-48.87219606262485,-49.323721776871615
604.0,-49.03861961318032,-50.274766945810505
605.0,-51.61105800941668,-52.64113832181428
606.0,-53.00877437408047,-53.6713234908139
607.0,-55.404148433617955,-55.17899413032582
608.0,-55.59327086209194,-55.5229286518058
609.0,-55.063397715897175,-52.711128493739956
610.0,-56.6469164049413,-54.522888194136485
611.0,-52.97463388955637,-52.706707882045336
612.0,-54.84801870847372,-52.947966153173404
613.0,-46.937798773486826,-47.909471614909314
614.0,-47.732562364526935,-47.90410689403512
615.0,-51.95735313883079,-52.543585065317984
616.0,-52.02587821980237,-51.076365213158304
617.0,-50.252405044678774,-52.28815208538569
618.0,-52.5215185919424,-51.95378359380703
619.0,-49.57999488185287,-49.68571912412234
620.0,-47.69530745983647,-47.00600323877397
621.0,-50.171410336961685,-48.410773359485155
622.0,-52.78365339273491,-51.25380034031765
623.0,-50.69390042567816,-50.79759336745099
624.0,-51.88719389056894,-50.99624542641345
625.0,-53.86150066960153,-51.162073734735216
626.0,-49.519919736283306,-49.649991533270004
627.0,-48.43765211249765,-47.47800274201147
628.0,-47.14040696636187,-49.15906058756909
629.0,-47.13979395806423,-47.54053965367957
630.0,-45.78585596439193,-45.31646249226734
631.0,-46.47148133097773,-48.595489415733454
632.0,-46.36107452266731,-48.02055262031568
633.0,-47.00859360239474,-47.17457541280396
634.0,-50.06325178765704,-47.3234178342892
635.0,-48.02286951364882,-49.027411674773816
