time,observation,state,log-variance
43.0,-15.165136329914924,-13.227519110943103,0.39178028491989336
44.0,-17.307717897597453,-14.953216117987074,0.25340875659765333
45.0,-15.285404464871801,-14.393817168134301,0.36459502835005475
46.0,-11.870565903574132,-10.807120278617655,0.27920263909997295
47.0,-11.033168687686176,-10.33545230204757,0.3578613520964118
48.0,-7.364450368846953,-8.530851327050112,0.1820949806913398
49.0,-7.535024350085857,-8.678643048527588,0.24238450878984852
50.0,-9.915816879717099,-9.651748956916824,0.43914053335780245
51.0,-12.740419759113413,-12.361534578714862,0.4103210310288491
52.0,-14.39233654616044,-13.332822179155507,0.37236452907300854
53.0,-14.475025812756146,-14.828282422134288,0.3344894686969426
54.0,-19.657273916328553,-18.779515046916345,0.35941645117232296
55.0,-20.732199359273192,-18.245402353615518,0.5823643240310923
56.0,-17.733761851958608,-17.890036671067364,1.0098327706451515
57.0,-20.035455441124256,-17.13028047685933,0.8973850665262625
58.0,-15.641340461928023,-16.997119805506657,0.9145848222641149
59.0,-13.514113128453738,-13.995421983208798,0.42704673233537294
60.0,-11.521813919739476,-11.345675863059476,0.34080177646624704
61.0,-9.81480164316526,-10.688099381536837,0.38342927931926224
62.0,-14.89969857411018,-13.644716501319898,-0.09433323125527321
63.0,-11.069736952287803,-9.938675255626094,0.15464894370069923
64.0,-12.00665435107225,-12.015224368579766,0.4336458815657694
65.0,-12.340293051590166,-13.255785474457067,0.06512681831874023
66.0,-13.007520216525402,-12.845359230665302,-0.1825791566259157
67.0,-12.885665554512379,-13.685488751128094,-0.17682749455440416
68.0,-12.217204536562878,-13.507143059707865,0.023052784373350704
69.0,-14.539992322481808,-13.692502884181476,-0.13180351834251797
70.0,-16.185954061249753,-14.729057212986165,-0.0040081293990865685
71.0,-16.688571110127498,-16.38906005207223,0.22807057941126763
72.0,-13.617964083228888,-14.324758268716973,0.2781486640214613
73.0,-14.681601846214242,-13.793209072966036,0.15514780201348172
74.0,-13.1968164735456,-13.00666649619847,-0.3016402801127759
75.0,-11.24630041810906,-12.180237753212962,0.13890041296635372
76.0,-11.145513996501103,-11.216381393081326,-0.06205717899210998
77.0,-12.785521559153318,-13.797377712695972,-0.031084720583105078
78.0,-12.806903301768257,-12.579835695880947,-0.31366101114202566
79.0,-14.475471553370333,-14.211626595552696,-0.30066034093815475
80.0,-16.567360205525155,-16.173548924402475,0.07795806179572834
81.0,-18.242382136189534,-18.093886903346082,0.13036428743022288
82.0,-18.8078424064423,-17.919362733747157,-0.05145766560541257
83.0,-17.130517294759976,-17.488419678582307,0.13173801453774375
84.0,-20.106677562913216,-18.913409639168286,0.06001781827071552
85.0,-19.413172971662714,-19.60183659459864,-0.06012136729798285
86.0,-23.180868430128033,-22.271601858865896,-0.5018933568893731
87.0,-20.579150994564763,-20.840898315482498,-0.32629915328368264
88.0,-24.15690923345385,-23.8808676835686,-0.18930569604206915
89.0,-23.41517962225812,-23.363596192393384,0.02123476946254718
90.0,-22.90299687109639,-21.470436656029577,-0.26507879042607335
91.0,-22.17623618928871,-22.0735698205041,-0.42149777864273075
92.0,-24.784126803571866,-23.62415198003645,-0.3544235628310133
93.0,-24.02140589893189,-23.21164924197824,-0.25059230575041835
94.0,-24.161960781472448,-24.33345800990472,-0.2788818599737993
95.0,-23.484433481454648,-22.931338381591527,-0.11306296404582554
96.0,-20.302734198845656,-21.39437441281353,-0.050071788685457246
97.0,-19.62420435637067,-19.92545490893546,0.09628123059199817
98.0,-18.932821660979272,-18.717180523417845,-0.09078067895494812
99.0,-20.176616137620414,-20.80318628364179,-0.2769518593075099
100.0,-19.830919165985108,-20.563487125038545,-0.07500875174543167
101.0,-19.737483930036007,-20.24439818579284,-0.37697506171242345
102.0,-18.736978182324442,-17.510107974371678,-0.060022853399736176
103.0,-17.96300798501549,-15.949617933232396,-0.16885346233634202
104.0,-18.603345762251625,-18.789582329876495,-0.048265825207027394
105.0,-21.55109725019472,-21.145272301507763,-0.23588890949705704
106.0,-24.210468666334172,-22.44487495642763,-0.1094588405885522
107.0,-21.117410856687748,-19.522170963143694,0.023855251996683507
108.0,-16.64958631096544,-17.962406840890612,0.19393072735420633
109.0,-15.032338306225853,-13.956607429645182,-0.24918082067012218
110.0,-11.168267154298624,-10.801440241436028,0.15055183238887007
111.0,-14.572786645529096,-13.387711380835263,0.43067161886144567
112.0,-18.260409711766073,-15.28810412167356,0.4420331878808105
113.0,-13.116322610537024,-14.337552305029973,0.49156018595618
114.0,-12.907931470839033,-13.915612795391715,0.7795611835264675
115.0,-12.342097906069686,-12.33817421295592,0.5449683220435615
116.0,-11.409815035069439,-12.835957524310931,0.6072989818754781
117.0,-11.289944938082263,-12.1335875186393,0.4292221140724384
118.0,-15.059630311505058,-14.746415510584443,0.5697161146001043
119.0,-14.611859752642895,-13.844559946794929,-0.05344775891763659
120.0,-15.749493689488634,-15.074275317075108,-0.2721594348217573
121.0,-15.096717350101244,-14.282168287764533,-0.03271376385649405
122.0,-11.347389683959552,-10.806214749919887,0.17125284369053786
123.0,-13.582421947336123,-12.480122100680322,0.136942126038671
124.0,-13.11268133445865,-10.384176661034527,0.1871544644926878
125.0,-8.834478852680935,-10.42451811426497,0.12880137984798865
126.0,-9.138067387714095,-10.529958852710736,0.07851652388222931
127.0,-10.589975250521022,-11.72923616241022,0.09444175579452203
128.0,-11.92370539549992,-11.745033889808568,0.018246290863658067
129.0,-11.394782996286516,-9.797947793044166,0.12390125479107289
130.0,-11.821851140118753,-11.578150933340133,0.15812528224953967
131.0,-8.184329559895867,-9.103181195476429,0.30740376776493583
132.0,-9.539418154205128,-7.9611012223522675,0.42716164366555603
133.0,-9.546495039831205,-8.574356217500279,0.054555352467609675
134.0,-9.884801483846015,-8.809800593282473,0.021959297054819946
135.0,-8.678310720273373,-8.681904353687784,-0.21185611690815048
136.0,-10.511466178782358,-10.262541431898496,-0.14989679262178024
137.0,-7.950575478360962,-8.067713797854301,0.1757736385834833
138.0,-7.192285937514122,-8.318980464549831,-0.09090808119487417
139.0,-9.431679474646696,-9.535336397445036,-0.09446009273684199
140.0,-8.502719701334975,-7.784498792117853,-0.4033445799589757
141.0,-6.828695277135724,-6.755983117884369,-0.36957331028401585
142.0,-7.70650479709799,-8.308322941150244,-0.3041066494067008
143.0,-9.625325975143129,-9.30249314217487,-0.3378035480602552
144.0,-11.538357932473872,-11.528188607227353,-0.13321166483006608
145.0,-10.081472410082819,-9.64314142866093,-0.21724579514067932
146.0,-8.656400571892629,-8.169462674523642,-0.1847588975882176
147.0,-10.626973696003176,-10.367687474220755,-0.23183658473455132
148.0,-12.54406072869977,-11.343212774975603,-0.30681177459651404
149.0,-12.754914407169823,-12.843945875248805,-0.18529243736769263
150.0,-15.170467582073625,-13.992593081710451,-0.127103684128679
151.0,-11.760990285568548,-11.73362390315523,-0.40621994198344075
152.0,-11.961007497483942,-11.32025715188585,-0.24928095064044486
153.0,-11.267910278777435,-11.370368444256226,0.0734415946784635
154.0,-12.768891662694188,-10.775100182531192,0.31604427120337897
155.0,-10.93306578989612,-9.337010637686689,0.33748477915363095
156.0,-5.537052684648069,-6.693864845770078,0.28408003041152524
157.0,-5.3536239637037335,-5.663944304867491,0.5912112963874147
158.0,-5.072284391049496,-5.895367805542214,0.34228342556973157
159.0,-7.096748780909206,-8.339897093473494,0.21469812696348292
160.0,-8.772207005055886,-8.999587252623643,0.1121764677260853
161.0,-11.667434513270653,-10.723055794342164,-0.08488383577189473
162.0,-11.235064616898525,-10.651647515348806,-0.12948110071093424
163.0,-8.876656505785007,-8.993853551532032,0.10627596339297804
164.0,-7.905852347421407,-7.9940745575434455,0.5000054295258435
165.0,-8.804276418995041,-10.082297307387465,0.03255328336932334
166.0,-12.983331496241435,-11.512418858470935,0.23950538064083232
167.0,-12.02004450199116,-11.664663962046513,0.294017101441303
168.0,-15.934707502738867,-13.500882205845702,0.36966799409930007
169.0,-13.926804728173716,-15.573573284272612,0.074955885935297
170.0,-15.72980461439381,-16.04258637393695,-0.05709825081339872
171.0,-19.3743041243779,-17.714766000129057,0.033837663076074484
172.0,-19.767525963887866,-20.19795024963911,0.4268537630118395
173.0,-19.12813737362012,-21.441407831633967,0.5036922879723585
174.0,-18.78470042324561,-19.81862217140029,0.7378420875923705
175.0,-19.16542517053864,-20.086757640778327,0.507876633230659
176.0,-20.925715334659216,-21.49384280377123,0.31250468699670747
177.0,-18.605434552878027,-19.70367931250001,0.49076663150336786
178.0,-22.54416313150361,-22.16412074822187,-0.055245754030716465
179.0,-21.27320334387087,-20.535764472425495,0.0032421334224034468
180.0,-24.153049205995288,-22.603951374052446,0.1469262419417884
181.0,-23.107277397449433,-23.56604314485407,0.13134723918314872
182.0,-24.225955469852913,-24.061886304963163,0.2618275130842753
183.0,-24.417587919124642,-22.804147166074454,0.01959139430593712
184.0,-21.299273804088916,-21.487702775558937,-0.07174512281559503
185.0,-22.270338206656763,-22.958473380771686,0.07029200671381516
186.0,-22.25211787418182,-23.660492741432638,-0.19078897999195363
187.0,-23.90552056867302,-25.578449258308183,0.17565676362099786
188.0,-28.55918468209806,-27.973527962615485,0.39268336900042433
189.0,-27.67737094393697,-28.19664615950468,0.4212620486616879
190.0,-28.39969486936595,-28.988125207321474,0.2434031046705338
191.0,-28.41100026299459,-30.12754447021812,0.04878035932265379
192.0,-26.424085735484745,-28.04458285937109,0.020432985491743216
193.0,-26.509093804753633,-26.466757833407073,-0.06478659765399969
194.0,-21.636129427160338,-21.15578754411777,0.04848053272286488
195.0,-22.360957801191194,-22.96204673955399,0.16943153709165476
196.0,-21.055653346202877,-21.066885857341113,0.2634789831651036
197.0,-17.74606307765608,-19.46473679988695,0.22740666179983002
198.0,-18.53814412444088,-18.16043900884713,0.44463418021134316
199.0,-17.940453595811917,-17.725637425547912,0.09450354975317166
200.0,-18.91450020966593,-19.092265002887494,-0.022269921515945076
201.0,-16.480931054848927,-17.52398174835725,-0.16495078109588288
202.0,-17.97785100685236,-18.508834475315023,-0.6066155945594297
203.0,-17.5088394576695,-17.598883398328645,-0.6809005535096868
204.0,-20.427910026387174,-19.77962685530247,-0.795844051527234
205.0,-15.355772177398379,-16.727798750765213,-0.45122235723248155
206.0,-16.41582107394254,-15.417736637216112,-0.027659001722772913
207.0,-11.368231852341395,-12.137758142109522,-0.09224310805669132
208.0,-14.187522467839901,-13.647836835539653,-0.552903278185498
209.0,-14.042868911670201,-14.85010527021837,-0.3212882005132118
210.0,-14.372578537537336,-16.091275162117658,-0.114239835703495
211.0,-16.83245152231486,-16.483600653508574,-0.08275890294489849
212.0,-15.685158120492114,-15.220371770684384,-0.2197089799566943
213.0,-16.106027339449113,-16.616529020045004,-0.31181327486636035
214.0,-18.06293964755567,-16.22731983616971,-0.2804285271233355
215.0,-12.76187980290014,-13.299937811611038,-0.2566854079941975
216.0,-11.00679125585117,-11.59528364141062,-0.4236070671890515
217.0,-11.646374110302423,-11.474397283618817,-0.19167892935375838
218.0,-10.954751479024994,-11.582634924207712,0.18616576231743925
219.0,-12.210676996683732,-13.301378216265972,0.20169097937044206
220.0,-11.796200805385242,-11.28156668638541,0.16457516753083928
221.0,-7.6290137233085575,-7.3938167387862,-0.20946597999730351
222.0,-4.84243842604236,-5.3755466209718605,-0.13947334426739422
223.0,-6.5147363784363,-6.038864817643729,-0.039451262076092924
224.0,-7.189955558301268,-7.961138057740147,0.09422043571414639
225.0,-10.771241864009193,-10.484249838823626,0.33894875162870486
226.0,-10.709752196077666,-10.35285375927223,-0.041988268688656794
227.0,-8.173479137984392,-8.348416724282053,-0.34061744927268256
228.0,-9.105780648499707,-8.38896417487287,-0.5963612934701636
229.0,-8.131693689090469,-7.373884448732227,-0.4399427554187573
230.0,-3.340289527909629,-3.296633512525541,-0.5414691595016817
231.0,-4.735488783283112,-4.005825448361582,-0.37401031224308745
232.0,-2.818224902460041,-2.652010095354432,-0.561735509800198
233.0,-0.6053183892369169,-0.002984869079840191,-0.3913358239316845
234.0,1.7468115555473873,1.1678153462242398,-0.19484750651281696
235.0,2.2700701726520585,2.2846026612210895,-0.7096102028245042
236.0,2.4539324066578163,2.8314234847855424,-0.8858719487478108
237.0,0.14438028950419035,-0.020602744256404293,-0.7464317149808246
238.0,1.9199090069393268,3.17161013295522,-0.16082199242749123
239.0,3.928773736412632,4.532028142741181,0.008651081863656429
240.0,4.300970802266552,3.616452192927615,0.30981850812863365
241.0,0.34489113177466324,3.1939573029445594,0.3596232561015307
242.0,-0.7758836897051339,-0.01785839891375307,0.34755971273692754
243.0,0.08451118029763116,-0.5765082630157571,0.27288512380703844
244.0,1.6296126294652955,1.139937458976318,-0.07360861874013497
245.0,4.151984538371733,2.6465004340510045,-0.11942642573241326
246.0,3.3935980122934635,2.61401279159157,0.08716452128779673
247.0,4.750735060220265,3.754692833701159,0.18160947589064974
248.0,-1.1838078018844511,3.1812643217777374,0.5907601723134958
249.0,3.8479901903158074,2.7873646951044564,0.3394023717679002
250.0,2.5544578570668275,2.619113116288725,-0.0018868919567965325
251.0,2.875220761431283,1.4234462603317084,0.1810624480047081
252.0,1.1035669768845304,2.3460806769823863,0.14214760570247917
253.0,4.5006138508323135,3.9416270879207493,0.17521971447819076
254.0,1.3638480367541022,2.9922763384169135,-0.03867290430225018
255.0,4.002437779994653,3.2680797648881468,-0.10315054647788051
256.0,4.3456355547238745,4.553580177480855,-0.13879144692102674
257.0,4.694973761740397,4.755558215494917,-0.3388553113871793
258.0,2.6921103764765837,2.2744458705520745,-0.3924523737604572
259.0,1.0013922825598884,2.5109975008657495,-0.35205976649710025
260.0,3.0549324287619064,1.919011143621751,-0.4918605885278339
261.0,2.8575692378173256,2.331900520220683,-0.19775134037906703
262.0,3.630142876196777,4.079977629890356,-0.062993254782712
263.0,2.2972326307553828,1.8009815015823123,-0.1912840515499995
264.0,1.4740572606504085,1.1055123940513805,-0.2894763558327139
265.0,-1.9763567086237368,0.024127723072963958,-0.04591867400631611
266.0,-0.37103146031346,0.773517610768735,-0.11726436494978985
267.0,0.7738912589467705,0.8173865562102495,-0.06053570991538492
268.0,3.4635365799775784,2.93949377251348,-0.019358780862829272
269.0,1.2432440191675893,1.4583346778497437,0.24179868238008084
270.0,4.826183291182713,4.764114747935892,0.33016978108626216
271.0,0.08366702884943011,2.0743407683227777,0.2485259635842819
272.0,-4.796300988103592,-2.9755080901969175,0.34534983785350465
273.0,-0.21967112019827256,-0.17104159136584274,0.003035746597413125
274.0,-0.06040936861484025,0.4540436611922346,-0.060807315362895395
275.0,0.18780856040372046,0.2192205109898138,0.07476871962628144
276.0,1.0557279869879261,0.17715469604550774,-0.2710717882115317
277.0,-1.7016383562471566,-0.5845930475141239,-0.2886351100452998
278.0,-2.3100766955762646,-1.9349991748662514,-0.4661421101329678
279.0,0.8988060463506109,0.7609149566518763,-0.5754958727329211
280.0,-3.271604686845319,-3.0341752211606625,-0.4528250781075361
281.0,-2.5208653798359957,-2.5402078290761465,-0.4334246132409974
282.0,-2.7881145238408553,-1.812197425036401,-0.5581468856921086
283.0,-3.251060249909768,-3.5544355107542103,-0.8503433402015356
284.0,-3.70736492429101,-4.785780714348633,-0.5386927587720117
285.0,-6.224654094414619,-5.923897916216312,-0.35201572350978627
286.0,-8.793088174165334,-7.315647562763811,-0.36191028306378614
287.0,-6.720670024832213,-6.667236006536236,-0.4634189229600778
288.0,-9.321515353153467,-7.767590101571502,-0.10423596236815275
289.0,-7.281864799149376,-8.057780262290834,-0.2984924335751677
290.0,-7.975383969030492,-8.341869915582421,-0.2198758683836006
291.0,-13.07556881006575,-11.90510798427928,-0.2900026362060487
292.0,-8.97759897841949,-11.263613030962633,-0.004912167809438622
293.0,-12.164285526526317,-12.507987702531793,0.06804506192327536
294.0,-12.295012105794832,-11.148413779344711,0.19362154878605323
295.0,-11.08766062665156,-10.783450021915634,0.7713708643468511
296.0,-10.19719716326394,-11.482280893782525,0.49250107726793263
297.0,-10.61611514107134,-10.745336634128044,0.6845133802008035
298.0,-8.72418266507616,-9.18109477561485,1.2177829418497264
299.0,-10.601788864449855,-11.771018648733836,0.98872705236537
300.0,-10.360940479277048,-12.882572126680586,0.8790651476637031
