V,W
1.5162502719025381,2.948926913247799
1.6360159412458197,3.0735308939495654
1.6371067655279985,3.4231997635946225
1.7510720659136039,3.0596853958871013
1.167597710101933,2.7470467198644535
1.2218444923720517,2.9955872751978374
1.1879667374544525,3.6462395287229397
1.3831359213672227,3.413771330724513
1.3758173075695266,3.2279568856161944
1.1434707728088978,2.660715445933873
1.1116242673679884,2.8040109586632105
1.190822799473894,3.1294217001841953
1.250789710967378,3.164727352032942
1.4606817619593788,3.0358216290413598
1.544444136724978,2.6402554680904666
1.6070313712353523,2.95205252959809
1.4984245170449848,3.0817668213064398
1.6944965578363649,2.708309793951117
1.5158593981122341,2.794299572030417
1.4140135957116382,2.513810299399529
1.678176147731635,3.0094257564698315
1.9372944456667225,2.8419953558457296
1.8140056973588934,3.2384633629821136
2.0460004598006583,3.0072940592059614
1.7875080935963565,2.593611225606752
1.6020106389900215,3.0184560019601197
1.649229589879067,3.113429200912708
1.86409805694639,3.613770219891822
1.6880269539764805,3.8053704349642676
1.3646060316613589,4.391962701119753
1.2608854827712257,3.5740868796406113
1.0047611973606114,3.4868911691968445
0.9673756015177342,3.51562139459252
1.2646146223007901,3.6979506984554757
1.2829791041101268,3.5331052545581034
1.0743586286705693,3.4883174832607065
1.1897582639302604,3.718462819813294
1.066671415737226,3.422661961626198
1.0856634003715682,3.5939430166402766
0.9787050333084624,3.9586059593403915
1.0708116382364898,3.7207872558546224
1.0348972546383863,3.5369963490884464
1.299792275195271,3.511395143200235
1.4042103758513291,4.420961421458742
1.253415051790701,4.053962099223911
1.4184820664169053,3.8869572767946363
1.3478866966251573,3.6510028316053575
1.3452081543664176,3.5418119912980037
1.271863578748935,2.8007092123773414
1.321152140838963,2.915722138083681
1.4168800248106304,3.3925085838772073
1.4486621968663642,3.315941956597241
1.5271783955409826,3.8153048395834817
1.4493736425371708,3.3536761576043017
1.3720147950005552,3.208972633819527
1.2719480485279389,2.945366521448381
1.3580923076774931,2.7378849971944725
1.3818404552006294,3.0405910853779496
1.5082417046633096,2.7881762282768174
1.4949183726741708,2.651862133046842
1.7996122532971526,2.8497810365124168
1.42329689513996,3.026185956065655
1.3132016066403898,3.2636961132194866
1.1446300584240754,3.670267148467773
1.0676186421867502,3.2183748158817975
1.1048291670935262,3.5923092908125698
0.9973882802882854,3.398954012499051
1.1559104938578868,3.333505606063884
1.2855558627955577,3.9283273953208013
1.2097939992606594,2.8937826131390834
1.2731862442100943,3.217717614870887
1.2586753899370131,2.956624943515233
1.3409845250014245,3.532761411149087
1.6290147405567,3.768336772493248
1.547217451549041,2.831559241967056
1.528441465944015,2.3356173478841966
1.7903060687050865,2.554445547668209
1.5723984306700238,3.1935895308767965
1.9031561659125662,2.942975481420859
1.413559272675279,2.8976272470281086
1.4458685883691393,3.28412026409538
1.4586689657578078,3.6486072993174252
1.4318171150472723,3.083094222089843
1.5477515187849504,3.608630354440419
1.4172966431108631,3.14162450240589
1.6453258587825248,3.8046284126655237
1.4783528364787908,3.272064166542509
1.576027204066186,2.655848978769347
1.5791385052399407,2.985693397361554
1.4706229659369905,2.949799176821793
1.5514189310841224,3.6577778619704815
1.3596504734482064,3.4754997815380775
1.443252502185756,2.9438539370627343
1.5131326500407591,3.4551977565689844
1.4939512203321184,3.2493365985900646
1.6835823138689328,4.226638931333623
1.35497856678829,3.6311345233599654
1.224116189800046,3.82989704104202
1.3741856181651853,3.211823928990763
1.0816841596032754,3.462781792723664
0.9675571231746207,3.520724937028752
1.136435221436571,3.426038598623411
1.3586265446514818,3.1036620364442946
1.4338472863578875,3.346981869696896
1.355759656776353,3.029916546035234
1.6243563903061444,2.713508733177309
1.669530982064005,2.79242417938229
1.8107158180624585,2.7347146460805454
1.8992971040565043,2.913478290544254
2.152175833998313,2.3491000731862592
1.753092532605224,2.7767571882235615
1.591264872125242,2.350044666138275
2.011412632646323,2.6735783065793175
2.1454074579692355,2.767271011610753
1.966398073707656,2.2468028156376336
1.852608001609255,2.817667257985189
2.171130881088425,2.4275634272933266
1.8836415557599127,2.7201394522768023
1.7367677297919144,2.8276393492087744
1.5987535338286252,2.7169107897812212
1.8198975399982416,2.728136003622715
1.781125232087012,2.650605730903991
1.7932613141613967,3.01828245987476
1.6927834620701596,3.333330602117435
1.8019206315028877,3.5461665646015748
1.660678491386304,3.300259259194344
2.053856626893655,2.977780180445557
1.827512269817969,2.4603170157820595
1.9948893625810635,2.3439139462503817
1.883084230354409,2.0493554563045837
2.3232338504346397,1.992253621242302
2.201889291809255,2.4748454590876006
2.1307943394084967,2.461634024069463
2.1717697348559177,2.4999891346523957
2.167458213987018,2.149274449561086
1.842369421799464,2.2373745992734717
1.9422485390702686,2.4409489579858463
2.038113530013143,2.3392606396420885
2.3410481379380683,1.8783387422024493
2.26752760450202,2.3181700391225353
2.038326607131668,2.56678019921977
1.6562460515569861,2.129684682177642
1.9142829256623426,2.313794068449125
1.773874291995754,2.3769385224075337
1.716719394423029,2.5719576520268363
1.4583260472384023,3.1478553915606904
1.2509183749819919,2.881666379660946
1.4827832397010043,2.9821153374987373
1.627719075701543,3.036782771301882
1.7714241350551299,3.1435169295704117
1.6795548877315079,2.8062844910420055
1.573420015771908,2.703636735405873
1.5796127182594637,2.7207571788302354
1.6250924338593578,2.7208312432528063
1.5593821949165976,2.677137800101435
1.8151140013027303,2.5288282562787985
1.727882992228392,2.883663468695064
1.7891768526052616,3.0347373173024663
1.576349848437397,3.3258903196737406
1.7991343571763012,2.839956553506633
1.7338839320712136,2.996175927699212
1.6078222089700382,2.889570769134879
1.748842546767859,2.8338583885714823
1.6735309954858348,3.3341134199813864
2.1481496542063456,2.662040865264973
2.013904094686103,2.365721157997827
2.020236597342439,2.89407672629998
1.8092443734348298,2.8095600928305613
1.677637877159295,2.9475537801317397
1.6795328416827016,2.8915795929113166
1.7115363329043762,3.1733963643844443
1.5892824164591168,2.8404369704959236
1.3655316599786593,2.4398413052880303
1.5354032351976181,2.68566069351675
1.4741012739536998,2.445724230706325
1.5307619547005262,2.53552748188642
1.8613120856195973,2.599857279832978
1.9461722155387393,2.748971091162482
1.7435646050630238,2.401668030181197
1.9618439603793802,2.372899920012712
1.9777191433199828,2.3564448332286294
1.8163562364017203,2.683327521047565
1.5670182011926843,2.8376357069601053
1.4349283443441134,2.693894059697387
1.2038776689324944,2.6529016961081884
1.3256589344431855,2.9944014951221036
1.53567783293199,2.709459414153267
1.7349894640100623,3.213156723219071
1.5945843772822557,2.813358818372812
1.5777830680598324,2.6477714265274006
1.5941607732255156,2.237177720919925
1.9695011805243983,2.4703836360905287
1.5874326604095115,2.2053925474700424
1.6566080769741738,2.4901643713797657
1.7532554789513897,2.922836022378781
1.5489463828472116,2.7122531632021407
1.4234269041599976,2.6614647527702
1.4447441170928084,2.828926637316474
1.5491491714131482,2.8991961594021256
1.915255660592036,2.745324518985423
1.816526054170443,3.098860408499488
1.7157284855387729,3.2619388220541916
1.5864213965923606,3.2761015413215624
1.4637697094236648,3.6079579345734936
1.4512272303848972,3.137197537138678
1.2577589028534488,3.3256656101914017
1.0134347245379456,3.4181426085265274
1.1272059198844375,3.364288602369913
1.1040413764174286,3.527426990208563
0.9030270262613607,3.227905388765596
0.9483122998139099,3.4891495976578444
1.1316065366743553,3.551496448571766
1.062826831847399,3.718844497797041
1.055411577672471,3.951027182223753
1.378417512053293,3.957539795814149
1.1989115834954935,3.7916027965257517
1.482229668981279,3.422976559513991
1.6340176794625463,3.384504468681203
1.3922513562664582,3.0762822348629464
1.6645776898144637,2.9389442189522237
1.5555522916574245,2.619922524915569
1.5016295696381423,2.9091864632497377
1.8617212652520536,2.990184832559378
2.006254552271747,3.1995936128261695
1.8783450891980111,2.638754740951902
1.6567529943673678,2.90216799582484
1.7138282042661717,2.8724182550437094
1.7899318193153146,2.7411306883044735
1.5682238901879888,3.0013800370544916
1.3351197887036452,2.5869522323686516
1.350474966252204,3.013324363093238
1.47596924460247,3.527641079465424
1.5763439761654185,3.8069803091958674
1.6161190299385932,2.8556062686523176
1.5757260867692835,3.058342614087278
2.104239492048243,3.074272953350129
2.2800217712610853,2.614404498606808
2.0825677139851604,2.4979948080338152
2.2943811897505726,2.3451683237353125
2.041077152103425,2.4455021578544733
2.4182584492129395,2.9492335556265017
2.1750455360020777,3.2005754550688934
2.0832719794411942,3.1082690324266613
2.01113392961327,3.1129041061778007
2.1122483172484605,2.849873388379988
1.576327151251364,2.942161185859227
1.6483423527767331,3.077961547583839
2.0620263288787943,2.5492437535764148
1.9447462129144641,2.4606831911261153
2.0124438642323903,2.457853534582296
1.8469633049549714,2.596893126423872
2.0766316585598905,2.9794034752028384
1.8872889163572215,3.160820415024056
1.9215487582381872,2.3023140323222355
1.7492122649612545,2.5145247394930217
1.8321445900043267,3.0783293864664145
2.125650811157316,2.842870623338899
2.0739588313256347,2.5569216892507236
2.0287829114476317,2.553055146591019
1.8938094708293054,2.164180575426527
1.974033657275738,2.2926753494492655
1.6344533126616123,2.43514740341142
1.4335765599589685,2.7929148169540112
1.5904136827646418,3.1817135450200915
1.4874052706987082,2.5679672653207057
1.706928076282341,3.001812768000209
1.57516466071818,2.6033024449122735
1.3693384848715524,2.6774113530659562
1.5979396579546592,2.684134751451325
1.6386340016212166,2.907174325058428
1.5882158329957827,3.343886592784426
1.5452974675677622,3.165518158115396
1.5492027913106077,3.2349642487534886
1.5170251975579918,3.056471575593365
1.5490593902060503,2.667564115900294
1.572893006148786,2.793043628730718
1.6076550783846748,3.0596815704581606
1.6264887181420364,2.749659213899206
1.7844832910949908,2.3565082400752413
1.7382388129401116,2.5977538540531397
1.7171756855198417,2.703290580598413
1.7942798263793422,2.7787315464615476
1.9678869387238347,2.561918434997559
1.848064346341263,2.2496316428820258
1.8130053729422193,2.191526376617294
2.47326194457671,2.1410498308806023
1.9916836565055644,2.396499908227725
1.9580915776149908,2.5875477448820625
1.9020382249315448,3.0248472997891453
1.6793937529708824,2.867154538420165
1.3461543439052366,3.2114569925885217
1.4056791566755495,3.1686490365389455
1.3238925704762077,2.9799985750936755
1.5395699597091665,3.7681917857733858
1.6633158430772954,4.187007356504683
1.6456225659150319,3.863017116048584
1.6504836548914288,3.1566289621309047
1.734292583612378,2.983123538345158
1.6178936776823034,2.4998560145252697
1.6068292913218305,2.5847170856830433
1.2850131623227647,2.6700963942231253
1.3105906419917366,3.5841729760568666
1.2823206459420078,3.0752421881369165
1.5010872027480575,3.080089531565421
1.678743745305733,2.963224466717939
1.6082041279599928,2.54412238999482
1.699956361981297,2.4964073048861017
1.5476513134134575,2.5173497234044038
1.4439558471826204,2.5933607271792494
1.3105606857120755,2.933708834136837
1.6366457061815505,2.557898057498228
1.336867091794309,3.1238607414130097
1.3356154998760572,3.8443036605065797
1.3871781595015333,3.272864808208969
1.5919673472050129,2.618511109991115
1.7078521202822916,2.5711679428535916
1.6817523509991832,2.986985907122536
1.7652559879371004,3.0373394951252917
1.7132590692908025,3.176124050421764
1.6432413231219904,3.009550057135517
1.706763035523244,3.3169430021323745
1.7817144241053398,3.188563596315908
1.5006960940691092,2.876381952089012
1.55621693634558,2.8240802069733646
1.8219381702137794,3.267359376403548
1.988318973090418,2.8943070695827258
1.9190044931696046,2.8274149701583653
2.1152392766911876,2.80914636596624
1.8504555987854907,2.6473714511310122
1.919405189345704,2.394108005960251
1.847333199863536,2.3127143153617444
1.759734796517037,2.4428278907783794
1.5538091754978745,2.554436648347243
1.9410126892760697,2.7516535131973314
1.8829106517441476,3.0009426558172803
1.640419151347976,3.2204555011029727
1.6265946498095687,2.6157124047779727
1.7142990584196955,2.381451566687789
1.6307152130754796,2.6543228463186668
1.7166089424397426,2.827898009557412
1.8231163951127614,2.5571756963693932
1.689365282029835,2.475692926028026
1.953288258789134,2.246597690668983
1.6044033748543336,2.365294118809859
1.8424973251875647,2.6061856280229496
1.3497016034493596,2.3499997756890245
1.5904825100622182,2.783925848175121
1.5365355414859256,2.965415058520203
1.8211115380957255,2.7316596212496527
1.752199219935291,2.68032749674728
1.6334920641897328,2.8230171304885303
1.46436610778588,3.065225476335724
1.5883491666455225,3.2344258942177526
1.5902942044600477,2.74942584242557
1.6264977248669614,2.756303695799896
1.5884806690716824,3.113411292601182
1.746724881070373,2.945919650066085
1.7364323291732868,3.145160403134496
1.723353504464201,2.32967425485846
1.5454548794901446,2.8835170031709985
1.7245457644201792,2.998502346002555
1.7008112638710016,2.8892461078987415
1.8170266396484676,3.3128478569609565
1.984657765111908,2.9962512557692564
2.138397680083332,3.274366328065442
1.6705030231780396,2.609196657518166
1.466852972643041,2.595101305247193
1.4695019907268898,2.2913739157462296
1.3729690301275213,2.5667691317064496
1.8399621312312626,2.6509556735445283
1.6981937268629446,2.8988251074547833
1.6863501201495255,2.9682767362920464
1.6915634041365308,2.912817494711429
1.6559159092564113,2.5863445752902297
1.5533081627761036,2.7906717807582924
1.7840771015049561,3.0128213562158224
1.6020766129372148,2.9875157068097744
1.8255605476288195,3.2005316417562533
1.3217928633347087,3.0915993428614468
1.2235122168689174,2.705380041920502
1.2550492857107207,3.0297455077378666
1.4234467183984165,3.2030310870126226
1.20178515918744,3.3684308671649927
1.0536737228717596,3.235014214315034
1.0453208711048476,2.9870553296391984
1.1284897336205746,3.270432783724208
1.1859714431403163,3.3982009865955036
1.4371953934798674,3.047147328689337
1.2048775608935918,2.932558913047219
1.5250794254125464,3.2412931824180182
1.4789416496370846,3.261418608477074
1.483677015427966,2.8219778688281156
1.5163545270087404,2.7497429196377463
1.4408131980211685,2.762769649210875
1.762831744236266,2.879539740808786
1.80931038140869,3.4403038673329815
1.6269928245206728,3.215416167604383
1.607428002644873,3.860167381879291
1.6234754605272668,3.672063785618871
1.8638887076022477,2.805924332204397
2.1093054613445243,2.7895928443043343
2.3149717887570196,2.6490958259202393
2.121185518222665,2.694850157444183
1.9441233093555441,2.36525464065714
2.0927942253861995,2.3950171828852
1.649565532059509,3.157553921534425
1.5066123338694513,2.964406880509082
1.5121165784486583,3.343460364004905
1.7913213747391925,3.477163910772875
1.8738136354133335,2.860511040335151
1.6762097473610822,3.0360165577115996
1.6062783436205035,3.0388660700523653
1.7305145769556038,3.0508877749434244
1.5467633275685029,2.734330918484437
1.9463836197060151,2.9443995803088114
2.3423100914353934,2.528897691466388
2.1113237333652872,2.223109535570667
2.1433664653789246,2.218787057619551
2.1953453471147952,2.1869267482331303
2.1763085558611097,2.5392950960569163
2.237441739223949,2.5401337219177953
1.9297056067971943,2.210264219730981
2.1248211529457417,2.4351440686462564
1.9346517572671362,2.690129315948042
1.9825894716968833,3.213628108551715
1.78750119181571,3.0697696028827828
1.8262004596878512,2.9063019564152297
1.8369150807679477,2.57947938268685
1.646793166225843,2.7632145675294297
1.8024769263462221,3.0214099410602318
1.8244992539976839,3.3076979143597587
2.0545237150455438,2.7364846038954136
2.0360356194823415,3.147015450857241
1.7581947198051115,2.7385230379611794
1.7191143697412667,2.698650766032803
1.6034774561236809,2.7151713797193024
1.652911394594022,2.546036117025009
1.768432617522313,2.762814593783837
1.657537894857973,2.797077890988413
1.7862641220004427,3.0855990748815834
1.7507888472975732,3.1230050290041937
1.6466007134678966,2.991818754258375
1.8391694826016451,3.260166137613255
1.6887571518543412,3.4870951795800074
1.5714966565650037,3.3731483848463966
1.5740777258500476,3.711188987815469
1.7383670030101486,3.414579124383717
1.722263054578741,2.9362140973750632
1.5502789219600586,2.608813138451207
1.7041496017994933,2.591650658713318
1.6742742362275378,3.005432113749302
1.6502078800505515,3.0736974360602622
1.6210962268363984,2.704706595772293
1.8827641093960799,2.4899133749372266
1.892095807986595,2.389754205320044
1.9333575936646819,2.7047928877104104
1.7773832332660449,2.46844487655986
1.7940184182218921,2.128888175307325
1.7972092405149136,2.2837743379163173
1.8260124192081597,2.606964484161355
1.9063451115209935,2.3542570210401936
1.916329995834922,2.2237601518512675
1.7414080961983238,2.4023240732916804
1.8372085562779934,2.453891399039835
2.1170628878704,2.5748700377702893
2.402622505071901,2.8658917992814263
1.7928603746426102,2.5582707790588266
1.8604096483486818,2.906607152510011
1.4464469801926085,2.6309298141588493
1.4250264586460004,2.8796474893363695
1.361573123051356,3.5802828729571714
1.4529532731422123,3.072418080024743
1.4994604455682585,3.1908834281441276
1.4744706568316461,3.333454599047962
1.6665006669833282,3.420014271175357
1.6019895124605392,3.401087213139656
1.5196836825915485,3.473228312933169
1.4147617736225424,3.005731059589768
1.5893672507669327,2.9648992442269626
1.5499807330154014,2.8690852937502087
1.7168650892956498,3.187347168021486
1.5118056602760688,2.884963985186982
1.6906035698699255,2.4212913923542336
1.7092635942371,3.02302653789887
1.5208754044945094,2.546760234520376
1.504926499300268,1.9962106204126464
1.56967412364686,2.2249307470029485
1.3977653943236963,2.671454854311858
1.334330444636177,2.7688096088909573
1.0780486828695965,2.5297610641170474
1.3835446059085106,2.3217724818546412
1.302168974242207,2.7159086710469067
1.502338017191939,3.027687128013142
1.5501285091024546,2.965427959090126
1.1455150592507015,2.912445629742325
1.290310259642797,3.2237189078163406
1.1792953566071505,3.684240229469065
1.0381104637450702,3.0296882767911217
1.0538979244818678,3.1563574108878707
0.9596050119569264,3.716673453974387
1.1472069903934858,3.5484925537191216
1.1726207770431658,4.008435818034713
1.1568238095256276,3.6042989901632043
1.5303293365242796,3.34334640715913
1.4018242215641559,2.771434605033675
1.309595326807024,3.1119871577368605
1.1824472896982963,3.2670505134937895
1.2809648180486726,2.7713691433648533
1.5532747607637705,3.1772889484136067
1.8439696060703366,2.914300305655071
2.0023216610227523,2.4649582945754362
1.9825327744184469,2.4085436650274628
1.9649755515306946,2.9827091163225155
1.5457632450033147,3.181762644407882
1.5319559385124122,3.282172940848598
1.3631823895404416,2.49455090030628
1.6931712452181158,2.8643079037282897
1.5170027195932136,3.7031978438377116
1.2494641232841928,2.5491308759462314
1.2222956586821827,3.2448765777234336
1.2984477400639713,3.024533947388201
1.2456201982859096,2.994259333235645
1.3190618814447919,2.6815489748032464
1.266994687003305,2.857288295921178
1.358596962895445,2.8066233215035292
1.316606062695491,3.019233596453844
1.252653036627953,3.0802299588948645
1.4088781792839054,4.008277980073545
1.206282265807415,3.60493578710814
1.5463224605506132,2.9559691524966865
1.598437102941321,2.961998012794255
1.6687708973408293,2.751680833806534
1.5807730017800716,2.9186149464998543
1.9463585062915432,2.781893176714869
1.6628151892460032,3.286149401157014
1.698837856370078,3.1213436122845772
1.9022016614138764,2.982187894079372
1.739142388480456,2.9774138627766553
1.6830159470177368,2.636051051811929
1.8508143012019254,2.497079970033317
1.9010994545810957,2.682605888877482
1.769325238044714,2.3056724454470006
1.7189723090692692,2.334449021231835
1.8781370876354435,2.469380427764586
1.8625133200917932,2.4489244575525246
2.554546014938858,2.344277060801535
2.0618127962245305,2.258411484198374
2.2256651177843696,2.339500725959796
1.8631164597231382,2.1217292385583764
1.9910888487668732,2.521599666990646
1.728743850121745,2.374334480430252
1.7392739641869304,2.640589620855456
1.6921510556149033,2.382047724379205
1.7799812860713624,2.3995770601632413
1.8457905434095354,2.999091265390138
1.9408003934063778,2.403986179022176
1.8839142862910363,2.645472999145419
1.736710051870646,2.871796104840557
1.7665943562836575,3.1503267854483266
1.9490689877342278,2.245942187337317
1.864224029212601,2.2087777500995323
1.9088728148314722,2.1261262969088293
1.9150196201225005,2.325180074131997
1.7497732231819543,2.308458054009178
1.854110519933266,2.326434604219947
1.9287594144918332,2.621889038410267
1.9606169913944103,3.037291538274169
2.4672679760309255,3.073128379503748
2.1110391086970544,2.5127812882488585
2.1050236147301344,2.649384243067925
1.9011734038997528,2.8208180417023425
1.8898658739193386,2.7779259118240134
1.9047280376115594,2.665813486583542
1.7483120654783602,2.8135161692435102
1.841816801610103,2.857384251325367
1.7028158754122575,2.5546851717504393
2.033443532531295,2.531082363171394
1.9129432605543286,3.083582588783893
1.538117436786439,2.8145517696793303
1.563655452553416,2.487566442487665
1.641763090239154,2.9839021186563612
1.6568597778564644,2.9939699489378526
1.2951275243673424,3.05722758166789
1.5759556727868476,3.0981262255866207
1.2810305833750941,3.076379723119904
1.3102246336778267,3.0380910240377643
1.348174391275758,2.996505790112341
1.1919589916225295,3.270940833271783
0.9429478757156531,3.3004448389803356
1.0252307934477596,3.405516679554607
1.0564400361584116,3.735542152113577
1.0947760374321904,3.9947390849018833
1.0158786796553056,3.8350300232691263
0.8048010020852719,3.8061676802961877
0.6902714950197754,4.8200268081338615
0.6305303444402636,4.1610855451781195
0.5859122565926562,4.485614390551443
0.5940496386181865,4.743637421527968
0.5492905449665596,5.4514474684743215
0.561328970029811,5.078930159920982
0.5664351145839024,3.660325280853475
0.6725187711530503,4.0919813008087464
0.6615433211707796,4.06999951819491
0.9442576732560394,4.203795909526363
1.0366977611697616,4.212303757752947
1.2344294901918293,4.4397990740528055
1.276983140030973,3.093001240756259
1.431648479906386,3.412798966348421
1.4577941192589483,3.5629319918754145
1.2039158329305557,2.9943249591010157
1.16622384105831,2.967024996881008
1.1988726713779871,3.3217179712163314
1.233388065369114,3.394864545628586
1.2890942712967437,3.3920588540681296
1.317361690794815,2.7174171126092235
1.4000797148424906,3.256447530757593
1.248970907087761,3.2374911376982882
1.3342942166357143,3.4311412385769713
1.5280313117711337,2.9193484009276927
1.4276811255331963,2.8721019949422772
1.4127372305461166,2.7088784730596185
1.54005343832302,2.3976321736998236
1.893390743606419,2.7203694179085613
1.6099557455107398,2.618638185617331
1.7134168496224838,3.1095108817824797
1.9095086666239274,2.6880256169553327
1.7719210242061618,2.7787076821301113
1.7789344255451298,3.2300269954002125
1.593089617440752,2.8608355718691563
1.6289793319935761,2.686580866744268
1.682049405299432,2.3413307196348323
1.5988058871979653,2.441815132331969
1.487345880328059,2.34750735440084
1.6276994699628515,2.7424592951119
1.6592525998601206,2.9291480387747346
1.7159740977182527,2.4641509281685545
1.8717033294211685,2.7524423385177497
1.5513495132408146,2.9701881844686895
2.0323248046694875,2.677531283284498
2.078426281550372,2.7431499360184266
1.584301208669357,2.6027710436970253
1.4039572261384468,2.950568579871844
1.61612357151606,3.174298644150486
1.4243113015495081,3.648483036141492
1.4850267857742563,3.5523380403515796
1.6105589062176993,3.3818310011607267
1.4423988229386073,3.2771968221452403
1.6935087222502774,2.869522049206489
1.9648323606378104,2.7826645354210866
1.9299184917321557,3.389620877381749
1.7770288666821596,3.3239326583939763
1.5475272346186841,3.7344930498030404
1.6955897100307247,3.2666522849659727
1.619550090421832,3.116987540880296
1.8757038748054689,2.576045081100629
1.6017358061156224,2.445507105939026
1.6489548293566185,2.5903235088322334
1.598152816317335,2.68014820525879
2.0509181761633615,2.3197341898717347
2.20398235918725,2.4893493205333326
2.0138522828268064,2.5081644835621844
1.958662396704717,2.895752319039682
1.6839453671457234,3.111273131508422
1.5957075031723482,3.165037311113251
1.648608511009624,3.3783979541337037
1.5793780038878569,3.6999507848254996
1.501781852548616,3.116290880017618
1.6731129926891704,3.117718213414619
1.4705621157503375,3.4896451571660605
1.2859625050763128,2.8683911224183745
1.4517295604835416,3.0623046056685257
1.5364785009427806,3.226502763822618
1.4793152843083188,3.288699210489314
1.2953107776862278,3.3163113466360663
1.1089802886307831,3.8896792082741047
1.1374259116396934,3.2446392676454887
1.0210880359636998,3.1245527718702775
1.0424047381387742,3.183219212020695
1.2487165641309033,3.149002067056785
1.1867256926322163,3.3180042579311064
1.0938840718298977,3.85762880560484
0.9799086880802919,3.752790090556337
1.0148722048202536,3.24653408060046
1.2602084045481068,3.3076550230674093
1.4394898322309215,3.2509544385547593
1.3495942867825776,3.2365819750396394
1.225200286641244,3.3271478177430645
1.2170508625631302,3.0790704671335956
1.5007103790801242,2.4205507182682813
1.3860312334107114,2.5652172980224877
1.783959592052228,2.9203688041186258
1.7036924872713397,3.278656399265357
1.6265855363495105,3.2831413272849823
1.4468047987275061,2.8557602115897547
1.4647871916973554,2.513868756720588
1.5252657809859058,3.354958252748294
1.6051554127968508,3.4430976220864378
1.9675211178598868,2.9463552355882334
1.9600702643955217,3.0069323675944686
2.043185762787966,2.787850022130362
2.1510277669839635,3.3053255395180674
2.154667944810871,3.0883100129402106
2.006172414560654,2.598137688617731
2.06405363108432,2.607340091043282
2.0483754279312194,2.999961375824767
1.870623984656811,3.156922520825066
1.7761894975288446,2.8677519650307666
2.021948137700674,3.2094026892083853
1.9745856039888592,3.4762556285202555
1.811033453646937,2.508080145834888
